Track name,Artist name,Album,Playlist name,Type,ISRC
"Лишь однажды","Valentin Strykalo","Смирись и расслабься!","Library Songs","Favorite","USHM91619244"
"Листопад (feat. Юрій Гуржи)","Жадан і собаки","Пси (feat. Юрій Гуржи)","Library Songs","Favorite","TCACO1641500"
"Линия жизни","Splean","25-й кадр","Library Songs","Favorite","TCACY1729084"
"Лётчик","Bi-2","Горизонт событий","Library Songs","Favorite","FR2X41798816"
"Лето","Pasosh","Нам никогда не будет скучно","Library Songs","Favorite","RUA0G1600407"
"Лето","Viktor Tsoi & Kino","Виктор Цой и Группа Кино. Полная дискография","Library Songs","Favorite","TCADG1798091"
"Лена","мышц.","атрофия - EP","Library Songs","Favorite","USHM21948546"
"Лёд под ногами майора","Grazhdanskaya Oborona","Свет и стулья","Library Songs","Favorite","QMDA62145961"
"Легион","Agatha Christie","Ураган","Library Songs","Favorite","RUB421200244"
"курение убивает","алёна швец.","КОРОЛЕВА ОТСТОЯ","Library Songs","Favorite","FRX202099689"
"Культ тела","Буерак","Культ тела - Single","Library Songs","Favorite","RUA1D1911720"
"Кукушка","Viktor Tsoi & Kino","Виктор Цой и Группа Кино. Полная дискография","Library Songs","Favorite","TCADG1798088"
"Куда зачем (feat. Дмитрий Гудничев)","Хадн дадн","Португальский альбом","Library Songs","Favorite","QZW9M2239162"
"Кто ты","Gradusy","Голая (Deluxe version)","Library Songs","Favorite","QMPU51257964"
"Кто сказал, что так думать неправильно?","me & the boys","Кто сказал, что так думать неправильно? - EP","Library Songs","Favorite","QZHZ62094479"
"Крыши","Molchat Doma","С Крыш Наших Домов","Library Songs","Favorite","AEA0D1847462"
"Крошка моя","Ruki Vverkh","Звёзды дискотек","Library Songs","Favorite","FR96X2233239"
"Кровь","Fluent panic","Кровь - Single","Library Songs","Favorite","QZKDK2210289"
"Кремация","me & the boys","Кто сказал, что так думать неправильно? - EP","Library Songs","Favorite","QZHZ62094478"
"Краткий миг","Увула","Ничего сверхъестественного - EP","Library Songs","Favorite","QM4TX2002754"
"Красно-жёлтые дни","Viktor Tsoi & Kino","Виктор Цой и Группа Кино. Полная дискография","Library Songs","Favorite","TCADG1798086"
"Корабль","ssshhhiiittt!","Я так ненавижу это","Library Songs","Favorite","RUA0G1700185"
"Концерт","Sudno","Тоска - EP","Library Songs","Favorite","RUA1H1825925"
"Кому-то в мире весело","Где Фантом?","До боли знакомое - Single","Library Songs","Favorite","QZHZ52093126"
"Компромисс","Bi-2","Компромисс - Single","Library Songs","Favorite","QM6P41734937"
"Комната","Галантерея","Всегда и везде","Library Songs","Favorite","QZNJW2095851"
"Комендантский час","Electroforez","505","Library Songs","Favorite","QZ5AB2118730"
"Командор","Томас & Саша Самойленко","Нулевые (Часть 2)","Library Songs","Favorite","RUA1H2021090"
"Кольщик","Chernikovskaya Hata","Randevu","Library Songs","Favorite",""
"Коли тебе нема","Okean Elzy","Янанебібув","Library Songs","Favorite","US6R21369383"
"когда?","источник","когда? - Single","Library Songs","Favorite","RUA0G1800130"
"Когда твоя девушка больна","Viktor Tsoi & Kino","Виктор Цой и Группа Кино. Полная дискография","Library Songs","Favorite","TCADG1798085"
"Коалы","Drezden","Drezden","Library Songs","Favorite","SMRUS0055996"
"Клише","Вокруг фонарного столба","Видеоигры","Library Songs","Favorite","FRX201934677"
"Клетка","Molchat Doma","Этажи","Library Songs","Favorite","AEA0D1846148"
"Кис кис кис","Heartclub","Кис кис кис - Single","Library Songs","Favorite","QZTPX2182825"
"Кино","Sudno","Тоска - EP","Library Songs","Favorite","RUA1H1825926"
"Кино","Вокруг фонарного столба","Кино","Library Songs","Favorite","RUA1D2067695"
"кино","досвидошь","кино - Single","Library Songs","Favorite","RUA1D2005153"
"Квіти мінних зон","Okean Elzy","Квіти мінних зон - Single","Library Songs","Favorite","FRX282249489"
"Квіти","SadSvit","Квіти - Single","Library Songs","Favorite","FRX872361879"
"Квітень V.2","КОЛІР НОЧІ","Квітень","Library Songs","Favorite","QZMEV2017484"
"Квітень","КОЛІР НОЧІ","Квітень","Library Songs","Favorite","QZMEV2017471"
"Катафалка","Slava KPSS","Любимые Песни Настоящих Людей","Library Songs","Favorite","DGA092334766"
"Касета","SadSvit","Cassette","Library Songs","Favorite","GX53U2038138"
"Карфаген","Елена Войнаровская","Присутствие","Library Songs","Favorite","UACA11600002"
"Каменное сердце","Sad Elmo","Каменное сердце - Single","Library Songs","Favorite","QZW9M2210860"
"Как тебя покорить","Peremotka","Начало прекрасной дружбы","Library Songs","Favorite","FRS182068696"
"Как на войне","Agatha Christie","Позорная звезда","Library Songs","Favorite","RUB421201416"
"Кайен","Valentin Strykalo","Смирись и расслабься!","Library Songs","Favorite","USHM91619242"
"Каждый раз","Monetochka","Раскраски для взрослых","Library Songs","Favorite","RUA741808002"
"Кавачай","Okean Elzy","Янанебібув","Library Songs","Favorite","US6R21369378"
"К морю","Peremotka","Начало прекрасной дружбы","Library Songs","Favorite","FRS182068695"
"Искупление Огнем","RADIO TAPOK","Эпоха Империй","Library Songs","Favorite","TCAHH2367460"
"ИСКАЛА","Zemfira","ПРОСТИ МЕНЯ МОЯ ЛЮБОВЬ","Library Songs","Favorite","FR6V82120156"
"Искал тебя","Peremotka","Дождь прошёл в парке отдыха","Library Songs","Favorite","FRX201808771"
"Издалека","Как Никогда","Издалека - Single","Library Songs","Favorite","USCGJ2096860"
"Идем на восток!","Nogu Svelo!","Идем на восток!","Library Songs","Favorite","QMBZ91334041"
"Зродились ми великої години","Тінь Сонця","Буремний край","Library Songs","Favorite","UAME11730018"
"Зло","Electroforez","505","Library Songs","Favorite","QZ5AB2118734"
"Зеленоглазое Такси","Chernikovskaya Hata","Randevu","Library Songs","Favorite",""
"Здравствуй","Peremotka","Дождь прошёл в парке отдыха","Library Songs","Favorite","FRX201808779"
"Звук и темнота","Дурной Вкус","Звук и темнота - Single","Library Songs","Favorite","FR2X41998269"
"Зверь","ssshhhiiittt!","Зло","Library Songs","Favorite","RUA0G1800555"
"Звезды / Zvezdy","Molchat Doma","Monument","Library Songs","Favorite","US5NR2026206"
"Звезды","Molchat Doma","Звезды - Single","Library Songs","Favorite","QZHZ31946510"
"Звезда по имени Солнце","Kino","Звезда по имени Солнце","Library Songs","Favorite","RUB421401323"
"Звезда по имени Солнце","Viktor Tsoi & Kino","Виктор Цой и Группа Кино. Полная дискография","Library Songs","Favorite","TCADG1798076"
"Запомню","Улица Восток","Запомню - Single","Library Songs","Favorite","FRX872192389"
"Закрой за мной дверь, я ухожу","Viktor Tsoi & Kino","Виктор Цой и Группа Кино. Полная дискография","Library Songs","Favorite","TCADG1798073"
"Задание","Лодка","Четыре победы - EP","Library Songs","Favorite","US7VG2119556"
"Жизнь за царя","RADIO TAPOK","Наследие","Library Songs","Favorite","TCAGB2216898"
"Ждать Весны","Улица Восток","Ждать Весны - Single","Library Songs","Favorite","FR59R2225739"
"Ещё не вечер","Bi-2","Мяу кисс ми","Library Songs","Favorite","RUA741913010"
"Ермак","RADIO TAPOK","Эпоха Империй","Library Songs","Favorite","TCAHH2367457"
"Емігрант","Meri","Снайпери-амури","Library Songs","Favorite","USCGJ2061066"
"Електричка","Sudno","Електричка - Single","Library Songs","Favorite","AEA0D2220445"
"Експеримент","Radio Plush","Експеримент - Single","Library Songs","Favorite","QM2PV1817054"
"Дым и зеркала","Бумажные Тигры","Дым и зеркала - Single","Library Songs","Favorite","QZNJX2054290"
"Души Стареют Быстрее Тел","Utro","Утро","Library Songs","Favorite","USCGH2062308"
"Думаешь ты","Дурной Вкус","Светомузыка - EP","Library Songs","Favorite","RUA1D2048304"
"Дранк","Увула","Нам остается лишь ждать","Library Songs","Favorite","QM4TX1960779"
"Долг и право","ArktidA","Долг и право - EP","Library Songs","Favorite",""
"Дневник Нелюбимой","Electroforez","EP #4 - EP","Library Songs","Favorite","RUA1H1538485"
"Дискотека / Discoteque","Molchat Doma","Monument","Library Songs","Favorite","US5NR2026203"
"Дискотека","SadSvit","Cassette","Library Songs","Favorite","GX53U2038143"
"Дешёвые драмы","Valentin Strykalo","Смирись и расслабься!","Library Songs","Favorite","USHM91619252"
"Дельфіни","Skryabin","25","Library Songs","Favorite","RUA1D2224093"
"Дела","Холодный звонок","Генерал - Single","Library Songs","Favorite","AEA2W2319620"
"Девочка-нацболка (feat. babymurderr)","Fedor Dolohov","Девочка-нацболка (feat. babymurderr) - Single","Library Songs","Favorite","RUA3R1940067"
"Дворы","Sudno","Тоска - EP","Library Songs","Favorite","RUA1H1825924"
"Двоє","SadSvit","Двоє - Single","Library Songs","Favorite","GX53U2057095"
"Две недели до","Трезвый Русский","Две недели до - Single","Library Songs","Favorite","RUA1D2291254"
"Два корабля","Agatha Christie","Ураган","Library Songs","Favorite","RUB421200239"
"Далеко бежит дорога (Мы идём в тишине) [Live]","Grazhdanskaya Oborona","ХХ лет. Концерт в ДК Горбунова 13.11.2004 (Live)","Library Songs","Favorite","FRX201725304"
"Далеко бежит дорога (Впереди веселья много)","Grazhdanskaya Oborona","Лунный переворот","Library Songs","Favorite","FRX201724747"
